date,item,average_kg_price
05-04-2019,OREGANO,145.0
05-04-2019,PACK CHOY,36.665
05-04-2019,PAPA,12.169
05-04-2019,PEPINO,8.25
05-04-2019,PEREJIL,37.0
05-04-2019,PIMIENTO,33.75
05-04-2019,PUERRO,39.25
05-04-2019,RABANITO,25.0
05-04-2019,RADICCHIO,60.0
05-04-2019,RADICHETA,19.1675
05-04-2019,REMOLACHA,14.8325
05-04-2019,REP.BRUSEL,90.0
05-04-2019,REPOLLO,9.5
05-04-2019,ROMERO,150.0
05-04-2019,RUCULA,50.0
05-04-2019,TOMATE,30.361363636363645
05-04-2019,TOMILLO,150.0
05-04-2019,ZANAHORIA,10.440714285714288
05-04-2019,ZAP.GRANEL,11.0
05-04-2019,ZAPALLITO,6.7124999999999995
05-04-2019,ZAPALLO,11.555
27-03-2019,ACELGA,12.555
27-03-2019,ACHICORIA,11.0
27-03-2019,ACUSAY,13.0
27-03-2019,AJO,61.693000000000005
27-03-2019,ALBAHACA,7.0
27-03-2019,APIO,27.5
27-03-2019,ARVEJA,37.0
27-03-2019,BATATA,15.875
27-03-2019,BERENJENA,15.5
27-03-2019,BERRO,24.0
27-03-2019,BROCOLI,28.0
27-03-2019,BROTE SOJA,60.0
27-03-2019,CEB.VERDEO,53.833333333333336
27-03-2019,CEBOLLA,14.21875
27-03-2019,CHAUCHA,33.0
27-03-2019,CHOCLO,15.670000000000002
27-03-2019,CIBOULLE,160.0
27-03-2019,COLIFLOR,12.33
27-03-2019,CURCUMA,45.0
27-03-2019,ESCAROLA,19.5
27-03-2019,ESPINACA,43.0
27-03-2019,HABA,45.625
27-03-2019,HINOJO,10.33
27-03-2019,HONGOS,217.5
27-03-2019,HOR.PRO.VS,72.5
27-03-2019,JENGIBRE,75.0
27-03-2019,KALE,50.0
27-03-2019,LECHUGA,17.712777777777777
27-03-2019,MANDIOCA,11.125
27-03-2019,OREGANO,155.0
27-03-2019,PACK CHOY,36.665
27-03-2019,PAPA,9.658750000000001
27-03-2019,PEPINO,9.7775
27-03-2019,PEREJIL,38.0
27-03-2019,PIMIENTO,30.708333333333332
27-03-2019,PUERRO,42.5
27-03-2019,RADICCHIO,60.0
27-03-2019,RADICHETA,17.5
27-03-2019,REMOLACHA,15.165
27-03-2019,REPOLLO,8.6675
27-03-2019,ROMERO,150.0
27-03-2019,RUCULA,50.0
27-03-2019,TOMATE,33.47631578947369
27-03-2019,TOMILLO,160.0
27-03-2019,ZANAHORIA,10.552142857142858
27-03-2019,ZAP.GRANEL,11.0
27-03-2019,ZAPALLITO,17.963333333333335
27-03-2019,ZAPALLO,11.4175
28-02-2019,ACELGA,16.473333333333333
28-02-2019,ACHICORIA,12.0
28-02-2019,ACUSAY,14.0
28-02-2019,AJO,69.179
28-02-2019,ALBAHACA,6.0
28-02-2019,APIO,35.0
28-02-2019,ARVEJA,39.5
28-02-2019,BATATA,17.4175
28-02-2019,BERENJENA,18.0
28-02-2019,BERRO,24.5
28-02-2019,BROCOLI,37.0
28-02-2019,BROTE SOJA,40.5
28-02-2019,CEB.VERDEO,26.5
28-02-2019,CEBOLLA,11.25
28-02-2019,CHAUCHA,24.875
28-02-2019,CHOCLO,18.835
28-02-2019,CIBOULLE,160.0
28-02-2019,COLIFLOR,13.335
28-02-2019,CURCUMA,41.0
28-02-2019,ESCAROLA,23.0
28-02-2019,ESPINACA,48.0
28-02-2019,HINOJO,9.67
28-02-2019,HONGOS,207.5
28-02-2019,JENGIBRE,77.5
28-02-2019,KALE,50.0
28-02-2019,LECHUGA,20.34777777777778
28-02-2019,MANDIOCA,13.575
28-02-2019,MENTA,165.0
28-02-2019,OREGANO,155.0
28-02-2019,PAPA,10.115
28-02-2019,PEPINO,12.302499999999998
28-02-2019,PEREJIL,28.75
28-02-2019,PIMIENTO,25.791666666666668
28-02-2019,PUERRO,27.0
28-02-2019,RABANITO,28.0
28-02-2019,RADICCHIO,60.0
28-02-2019,RADICHETA,23.3325
28-02-2019,REMOLACHA,12.665
28-02-2019,REPOLLO,8.502500000000001
28-02-2019,ROMERO,160.0
28-02-2019,RUCULA,50.0
28-02-2019,TOMATE,29.658076923076926
28-02-2019,TOMILLO,160.0
28-02-2019,ZANAHORIA,11.178
28-02-2019,ZAP.GRANEL,8.0
28-02-2019,ZAPALLITO,17.315
28-02-2019,ZAPALLO,15.809999999999999
08-08-2019,ACELGA,13.875
08-08-2019,ACHICORIA,11.5
08-08-2019,ACUSAY,13.0
08-08-2019,AJO,129.96500000000003
08-08-2019,ALBAHACA,17.0
08-08-2019,ALCAUCIL,30.625
08-08-2019,APIO,25.625
08-08-2019,ARVEJA,29.0
08-08-2019,BATATA,18.278333333333332
08-08-2019,BERENJENA,47.916666666666664
08-08-2019,BERRO,32.0
08-08-2019,BROCOLI,33.0
08-08-2019,BROTE SOJA,80.0
08-08-2019,CEB.VERDEO,32.333333333333336
08-08-2019,CEBOLLA,27.357142857142858
08-08-2019,CHAUCHA,56.25
08-08-2019,CHOCLO,62.776666666666664
08-08-2019,CIBOULLE,135.0
08-08-2019,COLIFLOR,21.3325
08-08-2019,CURCUMA,47.5
08-08-2019,ESCAROLA,21.0
08-08-2019,ESPARRAGO,181.25
08-08-2019,ESPINACA,38.0
08-08-2019,HINOJO,10.665
08-08-2019,HONGOS,265.0
08-08-2019,JENGIBRE,90.0
08-08-2019,KALE,52.5
08-08-2019,LECHUGA,30.2
08-08-2019,MANDIOCA,10.625
08-08-2019,MENTA,135.0
08-08-2019,OREGANO,130.0
08-08-2019,PACK CHOY,33.335
08-08-2019,PAPA,11.20142857142857
08-08-2019,PEPINO,35.375
08-08-2019,PEREJIL,31.5
08-08-2019,PIMIENTO,94.89583333333333
08-08-2019,PUERRO,35.5
08-08-2019,RABANITO,29.0
08-08-2019,RADICCHIO,86.66499999999999
08-08-2019,RADICHETA,64.16499999999999
08-08-2019,REMOLACHA,13.33
08-08-2019,REP.BRUSEL,55.0
08-08-2019,REPOLLO,6.611666666666667
08-08-2019,ROMERO,130.0
08-08-2019,RUCULA,95.0
08-08-2019,TOMATE,27.74192307692308
08-08-2019,TOMILLO,135.0
08-08-2019,ZANAHORIA,10.7
08-08-2019,ZAPALLITO,19.12642857142857
08-08-2019,ZAPALLO,13.357142857142858
04-09-2019,ACELGA,8.861666666666666
04-09-2019,ACHICORIA,10.5
04-09-2019,ACUSAY,10.0
04-09-2019,AJO,116.82111111111112
04-09-2019,ALBAHACA,16.5
04-09-2019,ALCAUCIL,53.75
04-09-2019,APIO,26.25
04-09-2019,ARVEJA,26.1675
04-09-2019,BATATA,18.64
04-09-2019,BERENJENA,42.916666666666664
04-09-2019,BERRO,26.0
04-09-2019,BROCOLI,29.0
04-09-2019,BROTE SOJA,80.0
04-09-2019,CARDO,16.25
04-09-2019,CEB.VERDEO,24.333333333333332
04-09-2019,CEBOLLA,27.03125
04-09-2019,CHAUCHA,62.5
04-09-2019,CHOCLO,44.0
04-09-2019,CIBOULLE,135.0
04-09-2019,COLIFLOR,13.665
04-09-2019,CURCUMA,52.5
04-09-2019,ESCAROLA,17.0
04-09-2019,ESPARRAGO,77.5
04-09-2019,ESPINACA,19.0
04-09-2019,HINOJO,7.67
04-09-2019,HONGOS,265.0
04-09-2019,JENGIBRE,92.0
04-09-2019,KALE,90.0
04-09-2019,LECHUGA,14.44076923076923
04-09-2019,MANDIOCA,10.0
04-09-2019,MENTA,125.0
04-09-2019,OREGANO,115.0
04-09-2019,PACK CHOY,33.335
04-09-2019,PAPA,13.375714285714285
04-09-2019,PEPINO,34.375
04-09-2019,PEREJIL,20.0
04-09-2019,PIMIENTO,58.10466666666667
04-09-2019,PUERRO,32.5
04-09-2019,RABANITO,24.0
04-09-2019,RADICCHIO,90.0
04-09-2019,RADICHETA,18.335
04-09-2019,REMOLACHA,7.835000000000001
04-09-2019,REP.BRUSEL,55.0
04-09-2019,REPOLLO,6.335000000000001
04-09-2019,ROMERO,120.0
04-09-2019,RUCULA,37.5
04-09-2019,TOMATE,30.740000000000006
04-09-2019,TOMILLO,135.0
04-09-2019,ZANAHORIA,10.90375
04-09-2019,ZAPALLITO,22.221999999999998
04-09-2019,ZAPALLO,15.020624999999999
21-01-2019,ACELGA,7.778333333333333
21-01-2019,ACUSAY,13.5
21-01-2019,AJO,69.91250000000001
21-01-2019,ALBAHACA,8.0
21-01-2019,APIO,37.5
21-01-2019,ARVEJA,18.25
21-01-2019,BATATA,23.97
21-01-2019,BERENJENA,12.75
21-01-2019,BROCOLI,35.0
21-01-2019,CEB.VERDEO,23.166666666666668
21-01-2019,CEBOLLA,9.3125
21-01-2019,CHAUCHA,17.1875
21-01-2019,CHOCLO,16.916249999999998
21-01-2019,CURCUMA,40.0
21-01-2019,ESPINACA,41.0
21-01-2019,HINOJO,7.67
21-01-2019,HONGOS,216.5
21-01-2019,JENGIBRE,80.0
21-01-2019,KALE,55.0
21-01-2019,LECHUGA,16.437857142857144
21-01-2019,MANDIOCA,12.57
21-01-2019,NABO,28.335
21-01-2019,OREGANO,185.0
21-01-2019,PAPA,8.893333333333334
21-01-2019,PEPINO,20.665
21-01-2019,PEREJIL,25.375
21-01-2019,PIMIENTO,28.101
21-01-2019,PUERRO,24.75
21-01-2019,RADICCHIO,91.5
21-01-2019,RADICHETA,27.915
21-01-2019,REMOLACHA,6.335
21-01-2019,REPOLLO,9.11
21-01-2019,ROMERO,187.5
21-01-2019,RUCULA,90.0
21-01-2019,TOMATE,19.674615384615382
21-01-2019,TOMILLO,182.5
21-01-2019,ZANAHORIA,13.300833333333335
21-01-2019,ZAPALLITO,17.085
21-01-2019,ZAPALLO,21.524285714285718
03-09-2019,ACELGA,8.861666666666666
03-09-2019,ACHICORIA,10.5
03-09-2019,ACUSAY,10.0
03-09-2019,AJO,116.82111111111112
03-09-2019,ALBAHACA,18.0
03-09-2019,ALCAUCIL,53.75
03-09-2019,APIO,26.25
03-09-2019,ARVEJA,26.1675
03-09-2019,BATATA,18.64
03-09-2019,BERENJENA,43.75
03-09-2019,BERRO,26.0
03-09-2019,BROCOLI,27.0
03-09-2019,BROTE SOJA,80.0
03-09-2019,CARDO,16.25
03-09-2019,CEB.VERDEO,26.333333333333332
03-09-2019,CEBOLLA,26.607142857142858
03-09-2019,CHAUCHA,61.541666666666664
03-09-2019,CHOCLO,47.332499999999996
03-09-2019,CIBOULLE,135.0
03-09-2019,COLIFLOR,13.335
03-09-2019,CURCUMA,52.5
03-09-2019,ESCAROLA,17.0
03-09-2019,ESPARRAGO,77.5
03-09-2019,ESPINACA,19.0
03-09-2019,HINOJO,7.67
03-09-2019,HONGOS,265.0
03-09-2019,JENGIBRE,92.0
03-09-2019,KALE,90.0
03-09-2019,LECHUGA,14.402916666666668
03-09-2019,MANDIOCA,10.0
03-09-2019,MENTA,125.0
03-09-2019,OREGANO,117.5
03-09-2019,PACK CHOY,33.335
03-09-2019,PAPA,13.40857142857143
03-09-2019,PEPINO,34.375
03-09-2019,PEREJIL,20.5
03-09-2019,PIMIENTO,57.60466666666667
03-09-2019,PUERRO,33.5
03-09-2019,RABANITO,24.0
03-09-2019,RADICCHIO,90.0
03-09-2019,RADICHETA,18.335
03-09-2019,REMOLACHA,7.835000000000001
03-09-2019,REP.BRUSEL,55.0
03-09-2019,REPOLLO,6.335000000000001
03-09-2019,ROMERO,120.0
03-09-2019,RUCULA,37.5
03-09-2019,TOMATE,26.06203703703704
03-09-2019,TOMILLO,135.0
03-09-2019,ZANAHORIA,10.48625
03-09-2019,ZAPALLITO,21.610000000000003
03-09-2019,ZAPALLO,14.33375
19-12-2019,ACELGA,16.055
19-12-2019,ACHICORIA,13.0
19-12-2019,ACUSAY,21.0
19-12-2019,AJO,103.565
19-12-2019,ALBAHACA,10.0
19-12-2019,APIO,36.875
19-12-2019,ARVEJA,44.375
19-12-2019,BATATA,24.918333333333333
19-12-2019,BERENJENA,19.585
19-12-2019,BERRO,24.0
19-12-2019,BROCOLI,51.0
19-12-2019,BROTE SOJA,90.0
19-12-2019,CEB.VERDEO,76.66666666666667
19-12-2019,CEBOLLA,8.318333333333333
19-12-2019,CHAUCHA,44.0
19-12-2019,CHOCLO,20.415
19-12-2019,CIBOULLE,120.0
19-12-2019,CILANDRO,110.0
19-12-2019,COLIFLOR,18.335
19-12-2019,CURCUMA,59.5
19-12-2019,ENDIBIA,48.0
19-12-2019,ESCAROLA,30.0
19-12-2019,ESPARRAGO,50.0
19-12-2019,ESPINACA,61.0
19-12-2019,HINOJO,14.0
19-12-2019,HONGOS,321.6666666666667
19-12-2019,JENGIBRE,92.5
19-12-2019,KALE,65.0
19-12-2019,LECHUGA,61.3125
19-12-2019,MANDIOCA,18.125
19-12-2019,MENTA,110.0
19-12-2019,OREGANO,110.0
19-12-2019,PACK CHOY,36.665
19-12-2019,PAPA,12.10125
19-12-2019,PEPINO,19.0
19-12-2019,PEREJIL,45.0
19-12-2019,PIMIENTO,72.81818181818181
19-12-2019,PUERRO,75.0
19-12-2019,RABANITO,26.0
19-12-2019,RADICCHIO,94.0
19-12-2019,RADICHETA,46.665
19-12-2019,REMOLACHA,8.0
19-12-2019,REPOLLO,11.331666666666665
19-12-2019,ROMERO,110.0
19-12-2019,RUCULA,130.0
19-12-2019,TOMATE,38.039
19-12-2019,TOMILLO,110.0
19-12-2019,ZANAHORIA,26.306
19-12-2019,ZAPALLITO,15.695
19-12-2019,ZAPALLO,26.270625
05-06-2019,ACELGA,7.916666666666667
05-06-2019,ACHICORIA,9.75
05-06-2019,ACUSAY,10.0
05-06-2019,AJO,87.10636363636364
05-06-2019,ALBAHACA,4.0
05-06-2019,ALCAUCIL,58.332499999999996
05-06-2019,APIO,20.625
05-06-2019,ARVEJA,32.0
05-06-2019,BATATA,16.526666666666667
05-06-2019,BERENJENA,31.9375
05-06-2019,BERRO,20.0
05-06-2019,BROCOLI,27.0
05-06-2019,BROTE SOJA,60.0
05-06-2019,CARDO,14.375
05-06-2019,CEB.VERDEO,21.0
05-06-2019,CEBOLLA,11.972222222222221
05-06-2019,CHAUCHA,29.75
05-06-2019,CHOCLO,17.799
05-06-2019,CIBOULLE,130.0
05-06-2019,COLIFLOR,8.0
05-06-2019,CURCUMA,47.5
05-06-2019,ESCAROLA,14.5
05-06-2019,ESPARRAGO,250.0
05-06-2019,ESPINACA,24.0
05-06-2019,HABA,42.5
05-06-2019,HINOJO,9.335
05-06-2019,HONGOS,261.6666666666667
05-06-2019,HOR.PRO.VS,70.0
05-06-2019,JENGIBRE,75.0
05-06-2019,KALE,55.0
05-06-2019,LECHUGA,16.176666666666666
05-06-2019,MANDIOCA,10.5
05-06-2019,MENTA,135.0
05-06-2019,OREGANO,130.0
05-06-2019,PACK CHOY,33.335
05-06-2019,PAPA,11.645833333333334
05-06-2019,PEPINO,26.2925
05-06-2019,PEREJIL,22.0
05-06-2019,PIMIENTO,33.24038461538461
05-06-2019,PUERRO,22.75
05-06-2019,RABANITO,23.0
05-06-2019,RADICHETA,25.0
05-06-2019,REMOLACHA,7.085
05-06-2019,REP.BRUSEL,80.0
05-06-2019,REPOLLO,9.3325
05-06-2019,ROMERO,140.0
05-06-2019,RUCULA,85.0
05-06-2019,TOMATE,28.2246
05-06-2019,TOMILLO,135.0
05-06-2019,ZANAHORIA,12.6525
05-06-2019,ZAP.GRANEL,12.0
05-06-2019,ZAPALLITO,19.382142857142856
05-06-2019,ZAPALLO,11.055833333333334
10-06-2019,ACELGA,7.916666666666667
10-06-2019,ACHICORIA,9.75
10-06-2019,ACUSAY,10.0
10-06-2019,AJO,102.98624999999998
10-06-2019,ALBAHACA,5.0
10-06-2019,ALCAUCIL,52.292500000000004
10-06-2019,APIO,20.625
10-06-2019,ARVEJA,31.0
10-06-2019,BATATA,16.526666666666667
10-06-2019,BERENJENA,32.776666666666664
10-06-2019,BERRO,20.0
10-06-2019,BROCOLI,27.0
10-06-2019,BROTE SOJA,60.0
10-06-2019,CARDO,14.375
10-06-2019,CEB.VERDEO,21.0
10-06-2019,CEBOLLA,11.222222222222221
10-06-2019,CHAUCHA,29.666666666666668
10-06-2019,CHOCLO,19.482999999999997
10-06-2019,CIBOULLE,130.0
10-06-2019,COLIFLOR,7.67
10-06-2019,CURCUMA,47.5
10-06-2019,ESCAROLA,14.5
10-06-2019,ESPARRAGO,250.0
10-06-2019,ESPINACA,20.5
10-06-2019,HABA,41.25
10-06-2019,HINOJO,9.335
10-06-2019,HONGOS,258.3333333333333
10-06-2019,HOR.PRO.VS,70.0
10-06-2019,JENGIBRE,75.0
10-06-2019,KALE,55.0
10-06-2019,LECHUGA,15.534583333333332
10-06-2019,MANDIOCA,10.5
10-06-2019,MENTA,135.0
10-06-2019,OREGANO,130.0
10-06-2019,PACK CHOY,33.335
10-06-2019,PAPA,11.493333333333334
10-06-2019,PEPINO,27.2925
10-06-2019,PEREJIL,22.0
10-06-2019,PIMIENTO,38.32692307692308
10-06-2019,PUERRO,22.75
10-06-2019,RABANITO,23.0
10-06-2019,RADICCHIO,90.0
10-06-2019,RADICHETA,25.0
10-06-2019,REMOLACHA,7.085
10-06-2019,REP.BRUSEL,80.0
10-06-2019,REPOLLO,7.445
10-06-2019,ROMERO,140.0
10-06-2019,RUCULA,85.0
10-06-2019,TOMATE,31.07826923076923
10-06-2019,TOMILLO,135.0
10-06-2019,ZANAHORIA,12.142999999999999
10-06-2019,ZAP.GRANEL,12.0
10-06-2019,ZAPALLITO,14.811875
10-06-2019,ZAPALLO,11.055833333333334
16-09-2019,ACELGA,8.111666666666666
16-09-2019,ACHICORIA,10.5
16-09-2019,ACUSAY,10.0
16-09-2019,AJO,144.65
16-09-2019,ALBAHACA,13.5
16-09-2019,ALCAUCIL,46.875
16-09-2019,APIO,25.0
16-09-2019,ARVEJA,37.776666666666664
16-09-2019,BATATA,18.64
16-09-2019,BERENJENA,30.14
16-09-2019,BERRO,21.0
16-09-2019,BROCOLI,36.0
16-09-2019,BROTE SOJA,80.0
16-09-2019,CARDO,18.75
16-09-2019,CEB.VERDEO,24.0
16-09-2019,CEBOLLA,41.125
16-09-2019,CHAUCHA,69.625
16-09-2019,CHOCLO,34.832499999999996
16-09-2019,CIBOULLE,130.0
16-09-2019,COLIFLOR,13.665
16-09-2019,CURCUMA,52.5
16-09-2019,ESCAROLA,15.5
16-09-2019,ESPARRAGO,72.5
16-09-2019,ESPINACA,16.0
16-09-2019,HABA,53.125
16-09-2019,HINOJO,8.665
16-09-2019,HONGOS,265.0
16-09-2019,JENGIBRE,92.0
16-09-2019,KALE,90.0
16-09-2019,LECHUGA,13.157272727272726
16-09-2019,MANDIOCA,10.0
16-09-2019,MENTA,115.0
16-09-2019,OREGANO,115.0
16-09-2019,PACK CHOY,33.335
16-09-2019,PAPA,14.934285714285712
16-09-2019,PEPINO,23.75
16-09-2019,PEREJIL,22.5
16-09-2019,PIMIENTO,66.24192307692307
16-09-2019,PUERRO,31.25
16-09-2019,RABANITO,23.0
16-09-2019,RADICCHIO,90.0
16-09-2019,RADICHETA,23.3325
16-09-2019,REMOLACHA,7.0
16-09-2019,REP.BRUSEL,55.0
16-09-2019,REPOLLO,6.335000000000001
16-09-2019,ROMERO,115.0
16-09-2019,RUCULA,50.0
16-09-2019,TOMATE,27.17462962962962
16-09-2019,TOMILLO,135.0
16-09-2019,ZANAHORIA,10.625
16-09-2019,ZAPALLITO,37.723
16-09-2019,ZAPALLO,26.610833333333332
22-11-2019,ACELGA,12.886666666666665
22-11-2019,ACHICORIA,11.5
22-11-2019,ACUSAY,22.0
22-11-2019,AJO,108.09937500000001
22-11-2019,ALBAHACA,11.5
22-11-2019,ALCAUCIL,19.375
22-11-2019,APIO,30.625
22-11-2019,ARVEJA,48.75
22-11-2019,BATATA,25.501666666666665
22-11-2019,BERENJENA,26.25
22-11-2019,BERRO,23.0
22-11-2019,BROCOLI,28.0
22-11-2019,BROTE SOJA,90.0
22-11-2019,CEB.VERDEO,59.25
22-11-2019,CEBOLLA,18.1875
22-11-2019,CHAUCHA,51.25
22-11-2019,CHOCLO,25.0825
22-11-2019,CIBOULLE,120.0
22-11-2019,CILANDRO,110.0
22-11-2019,COLIFLOR,14.33
22-11-2019,CURCUMA,57.5
22-11-2019,ENDIBIA,48.0
22-11-2019,ESCAROLA,23.5
22-11-2019,ESPARRAGO,110.83333333333333
22-11-2019,ESPINACA,35.0
22-11-2019,HABA,15.625
22-11-2019,HINOJO,13.335
22-11-2019,HONGOS,321.6666666666667
22-11-2019,JENGIBRE,92.5
22-11-2019,KALE,70.0
22-11-2019,LECHUGA,25.119374999999998
22-11-2019,MANDIOCA,19.0
22-11-2019,MENTA,110.0
22-11-2019,OREGANO,110.0
22-11-2019,PACK CHOY,36.665
22-11-2019,PAPA,10.3125
22-11-2019,PEPINO,21.1675
22-11-2019,PEREJIL,47.25
22-11-2019,PIMIENTO,68.27884615384616
22-11-2019,PUERRO,30.5
22-11-2019,RABANITO,26.0
22-11-2019,RADICCHIO,94.0
22-11-2019,RADICHETA,38.332499999999996
22-11-2019,REMOLACHA,7.8325
22-11-2019,REPOLLO,10.333333333333334
22-11-2019,ROMERO,110.0
22-11-2019,RUCULA,105.0
22-11-2019,TOMATE,44.04388888888889
22-11-2019,TOMILLO,110.0
22-11-2019,ZANAHORIA,16.02
22-11-2019,ZAPALLITO,10.83375
22-11-2019,ZAPALLO,30.99083333333333
11-09-2019,ACELGA,8.25
11-09-2019,ACHICORIA,10.5
11-09-2019,ACUSAY,10.0
11-09-2019,AJO,145.73285714285717
11-09-2019,ALBAHACA,13.0
11-09-2019,ALCAUCIL,48.125
11-09-2019,APIO,25.0
11-09-2019,ARVEJA,38.055
11-09-2019,BATATA,18.64
11-09-2019,BERENJENA,37.36000000000001
11-09-2019,BERRO,21.0
11-09-2019,BROCOLI,31.0
11-09-2019,BROTE SOJA,80.0
11-09-2019,CARDO,18.75
11-09-2019,CEB.VERDEO,21.833333333333332
11-09-2019,CEBOLLA,34.892857142857146
11-09-2019,CHAUCHA,60.958333333333336
11-09-2019,CHOCLO,43.167500000000004
11-09-2019,CIBOULLE,135.0
11-09-2019,COLIFLOR,13.665
11-09-2019,CURCUMA,52.5
11-09-2019,ESCAROLA,16.0
11-09-2019,ESPARRAGO,77.5
11-09-2019,ESPINACA,18.0
11-09-2019,HABA,53.125
11-09-2019,HINOJO,7.67
11-09-2019,HONGOS,265.0
11-09-2019,JENGIBRE,92.0
11-09-2019,KALE,90.0
11-09-2019,LECHUGA,14.129615384615384
11-09-2019,MANDIOCA,10.0
11-09-2019,MENTA,120.0
11-09-2019,OREGANO,115.0
11-09-2019,PACK CHOY,33.335
11-09-2019,PAPA,14.934285714285712
11-09-2019,PEPINO,29.96
11-09-2019,PEREJIL,20.0
11-09-2019,PIMIENTO,58.005
11-09-2019,PUERRO,30.5
11-09-2019,RABANITO,24.0
11-09-2019,RADICCHIO,90.0
11-09-2019,RADICHETA,18.7525
11-09-2019,REMOLACHA,7.0
11-09-2019,REP.BRUSEL,55.0
11-09-2019,REPOLLO,6.335000000000001
11-09-2019,ROMERO,115.0
11-09-2019,RUCULA,40.0
11-09-2019,TOMATE,24.46625
11-09-2019,TOMILLO,135.0
11-09-2019,ZANAHORIA,11.11125
11-09-2019,ZAPALLITO,28.945
11-09-2019,ZAPALLO,19.0
25-11-2019,ACELGA,12.886666666666665
25-11-2019,ACHICORIA,11.5
25-11-2019,ACUSAY,21.5
25-11-2019,AJO,107.00562500000001
25-11-2019,ALBAHACA,11.5
25-11-2019,ALCAUCIL,18.75
25-11-2019,APIO,30.625
25-11-2019,ARVEJA,41.875
25-11-2019,BATATA,25.05666666666667
25-11-2019,BERENJENA,25.278333333333336
25-11-2019,BERRO,23.0
25-11-2019,BROCOLI,26.0
25-11-2019,BROTE SOJA,90.0
25-11-2019,CEB.VERDEO,56.5
25-11-2019,CEBOLLA,15.822999999999999
25-11-2019,CHAUCHA,44.0625
25-11-2019,CHOCLO,24.89
25-11-2019,CIBOULLE,120.0
25-11-2019,CILANDRO,110.0
25-11-2019,COLIFLOR,13.665
25-11-2019,CURCUMA,57.5
25-11-2019,ENDIBIA,48.0
25-11-2019,ESCAROLA,24.0
25-11-2019,ESPARRAGO,43.75
25-11-2019,ESPINACA,35.0
25-11-2019,HABA,15.625
25-11-2019,HINOJO,13.335
25-11-2019,HONGOS,321.6666666666667
25-11-2019,JENGIBRE,92.5
25-11-2019,KALE,70.0
25-11-2019,LECHUGA,25.994374999999998
25-11-2019,MANDIOCA,19.0
25-11-2019,MENTA,110.0
25-11-2019,OREGANO,110.0
25-11-2019,PACK CHOY,36.665
25-11-2019,PAPA,10.284374999999999
25-11-2019,PEPINO,21.1675
25-11-2019,PEREJIL,47.25
25-11-2019,PIMIENTO,68.42307692307692
25-11-2019,PUERRO,30.25
25-11-2019,RABANITO,26.0
25-11-2019,RADICCHIO,94.0
25-11-2019,RADICHETA,36.667500000000004
25-11-2019,REMOLACHA,7.8325
25-11-2019,REPOLLO,9.778333333333334
25-11-2019,ROMERO,110.0
25-11-2019,RUCULA,105.0
25-11-2019,TOMATE,42.08361111111111
25-11-2019,TOMILLO,110.0
25-11-2019,ZANAHORIA,17.185
25-11-2019,ZAPALLITO,10.83375
25-11-2019,ZAPALLO,31.638333333333332
18-06-2019,ACELGA,7.916666666666667
18-06-2019,ACHICORIA,9.0
18-06-2019,ACUSAY,10.0
18-06-2019,AJO,102.68125
18-06-2019,ALBAHACA,7.0
18-06-2019,ALCAUCIL,58.335
18-06-2019,APIO,20.625
18-06-2019,ARVEJA,28.75
18-06-2019,BATATA,16.526666666666667
18-06-2019,BERENJENA,34.47625
18-06-2019,BROCOLI,26.0
18-06-2019,BROTE SOJA,70.0
18-06-2019,CARDO,14.375
18-06-2019,CEB.VERDEO,17.666666666666668
18-06-2019,CEBOLLA,11.555555555555555
18-06-2019,CHAUCHA,30.25
18-06-2019,CHOCLO,37.49833333333333
18-06-2019,CIBOULLE,130.0
18-06-2019,CURCUMA,47.5
18-06-2019,ESCAROLA,14.5
18-06-2019,ESPARRAGO,250.0
18-06-2019,ESPINACA,26.5
18-06-2019,HINOJO,9.335
18-06-2019,HONGOS,258.3333333333333
18-06-2019,HOR.PRO.VS,70.0
18-06-2019,JENGIBRE,75.0
18-06-2019,KALE,60.0
18-06-2019,LECHUGA,15.537727272727272
18-06-2019,MANDIOCA,10.5
18-06-2019,MENTA,135.0
18-06-2019,OREGANO,130.0
18-06-2019,PACK CHOY,33.335
18-06-2019,PAPA,14.09
18-06-2019,PEPINO,28.835
18-06-2019,PEREJIL,21.5
18-06-2019,PIMIENTO,40.19230769230769
18-06-2019,PUERRO,23.0
18-06-2019,RABANITO,25.0
18-06-2019,RADICCHIO,90.0
18-06-2019,RADICHETA,25.0
18-06-2019,REMOLACHA,7.25
18-06-2019,REP.BRUSEL,80.0
18-06-2019,REPOLLO,7.221666666666667
18-06-2019,ROMERO,130.0
18-06-2019,RUCULA,85.0
18-06-2019,TOMATE,30.86583333333333
18-06-2019,TOMILLO,135.0
18-06-2019,ZANAHORIA,11.741666666666667
18-06-2019,ZAP.GRANEL,13.5
18-06-2019,ZAPALLITO,12.5
18-06-2019,ZAPALLO,10.667142857142858
07-10-2019,ACELGA,7.166666666666667
07-10-2019,ACHICORIA,10.0
07-10-2019,ACUSAY,10.0
07-10-2019,AJO,121.31
07-10-2019,ALBAHACA,11.5
07-10-2019,ALCAUCIL,38.75
07-10-2019,APIO,25.625
07-10-2019,ARVEJA,55.625
07-10-2019,BATATA,20.71
07-10-2019,BERENJENA,29.165000000000003
07-10-2019,BERRO,23.0
07-10-2019,BROCOLI,40.0
07-10-2019,BROTE SOJA,90.0
07-10-2019,CEB.VERDEO,23.5
07-10-2019,CEBOLLA,27.928571428571427
